record_id,Datetime,loc_spec,descr,identity_spec,future_use,loc_spec_english,descr_english,identity_spec_english,future_use_english
KNUST_S008,2024-11-27T07:59:00Z,NA,I was walking by the road side and someone called me to ask what I was wearing and what it was being used for,NA,It looks like it is really socially friendly,NA,I was walking by the road side and someone called me to ask what I was wearing and what it was being used for.,NA,It looks like it is really socially friendly.
KNUST_S008,2024-11-28T08:58:00Z,NA,"I was in a car with the device on and one passenger in the car turned to look at me with some suspicious eye turned forward and later turned again to look at me, i just smiled and turned away",NA,I think if the sensor is made a little bit smaller it would help comfortable use in the future,NA,"I was in a car with the device on and one passenger in the car turned to look at me with a suspicious look, turned forward, and later turned again to look at me. I just smiled and turned away.",NA,I think if the sensor is made a little bit smaller it would help with comfortable use in the future.
KNUST_S009,2024-12-03T10:15:00Z,NA,I was in a car and someone saw me on my phone with the glasses and asked me what the glasses is for. It felt good explaining to the person,NA,It will not affect my use of the light glasses,NA,I was in a car and someone saw me on my phone with the glasses and asked me what the glasses are for. It felt good explaining to the person.,NA,It will not affect my use of the light glasses.
KNUST_S010,2024-12-12T12:15:00Z,NA,A lot of stares from everyone I passed by. No one asked what I was wearing but some people were friendly and smiled a lot. Made me feel like I wasn't wearing anything that causes attention.,NA,I'll proudly wear it around,NA,A lot of stares from everyone I passed by. No one asked what I was wearing but some people were friendly and smiled a lot. Made me feel like I wasn't wearing anything that causes attention.,NA,I'll proudly wear it around
KNUST_S011,2024-12-17T09:00:00Z,NA,people stared in an unusual manner,NA,wouldnt affect it,NA,People stared in an unusual manner.,NA,Wouldn't affect it.
KNUST_S011,2024-12-17T10:54:00Z,NA,i was asked the device is in a public place. wasn't performing any activity.,NA,no influence,NA,I was asked about the device in a public place. I wasn't performing any activity.,NA,No influence.
KNUST_S011,2024-12-18T08:53:00Z,NA,she eyed my forehead with facial expression as though she was wondering what that is,NA,not at all,NA,She looked at my forehead with a facial expression as though she was wondering what that is.,NA,Not at all.
KNUST_S011,2024-12-18T08:58:00Z,NA,she eyed my forehead with facial expression as though she was wondering what that is,NA,not at all,NA,She eyed my forehead with a facial expression as though she was wondering what that is.,NA,Not at all.
KNUST_S011,2024-12-18T14:00:00Z,NA,discussing the function of the device.,NA,wouldn't change my current decision,NA,Discussing the function of the device.,NA,Wouldn't change my current decision.
KNUST_S012,2025-01-07T15:15:00Z,NA,someone ask me about what the spectacle was and what it does,NA,"it gives me a notion of moving around more often with the device, so people would appreciate the need to volunteer for scientific research",NA,Someone asked me about what the spectacle was and what it does.,NA,"It gives me a notion of moving around more often with the device, so people would appreciate the need to volunteer for scientific research."
KNUST_S012,2025-01-07T19:49:00Z,NA,"Someone ask of the type of spectacle I am wearing, they have not seen one before. I had to explain to him that it is a special spectacle for research",NA,This experience teaches me to be prepared to answer questions and concerns of people I will be encountering throughout the stipulated time,NA,"Someone asked me about the type of spectacles I was wearing, as they had not seen one before. I had to explain that it is a special pair of glasses for research purposes.",NA,This experience teaches me to be prepared to answer questions and concerns from people I will encounter throughout the research period.
KNUST_S012,2025-01-12T14:43:00Z,NA,A number of people was seen giving me a staring look,NA,"Most people turn to be inquisitive when they see new things in the environment. In leu, I have to be ready to answer and respond to their concerns should the need be.",NA,A number of people were seen giving me a staring look.,NA,"Most people tend to be inquisitive when they see new things in the environment. In light of this, I have to be ready to answer and respond to their concerns should the need arise."
KNUST_S013,2025-01-14T12:20:00Z,NA,Some people were looking at me weirdly. Others were bold to ask questions. Some also thought the glasses was some sort of camera for taking pictures,NA,I'm getting pretty much used to the weird looks I get from people.,NA,Some people were looking at me weirdly. Others were bold to ask questions. Some also thought the glasses were some sort of camera for taking pictures.,NA,I'm getting pretty much used to the weird looks I get from people.
KNUST_S013,2025-01-14T16:59:00Z,NA,I was walking around on campus when some ladies stopped me to ask me about the glasses,NA,it will be much easier in the future,NA,I was walking around on campus when some ladies stopped me to ask me about the glasses.,NA,It will be much easier in the future.
KNUST_S013,2025-01-15T08:18:00Z,in class,my course mates were asking if I had gone in for a special lens when they saw me in the light glasses,NA,It make future participation easier,in class,My course mates were asking if I had gotten a special lens when they saw me in the light glasses.,NA,It makes future participation easier.
KNUST_S013,2025-01-15T20:27:00Z,NA,I was asked about the use of the glasses in our department lab,NA,It will be easier to use the light glasses in the future,NA,I was asked about the use of the glasses in our department lab.,NA,It will be easier to use the light glasses in the future.
KNUST_S013,2025-01-16T10:18:00Z,NA,I was doing a biometric registration at one of the centers when one lady ask if the light glasses was a special lens,NA,It will be easier to use in the future,NA,I was doing a biometric registration at one of the centers when a lady asked if the light glasses were a special lens.,NA,It will be easier to use in the future.
KNUST_S013,2025-01-17T16:03:00Z,NA,One alumni I met at our department lab asked about the light glasses,NA,It is getting easier every day,NA,One alumni I met at our department lab asked about the light glasses.,NA,It is getting easier every day.
KNUST_S013,2025-01-19T11:30:00Z,NA,some church were asking about the light glasses and what it's been used for.,Church members,It keeps getting easier,NA,Some church members were asking about the light glasses and what they are used for.,Church members,It keeps getting easier.
KNUST_S014,2025-01-21T07:06:00Z,NA,"My roommate started laughing when she saw me in it. she asked about it and I told her what it was and why I was wearing. she said,""I'll never do this"". I've already been prepared for this encounter, so it didn't affect my emotions whatsoever. it was just funny for me",NA,Wearing light glasses again wouldn't be a big deal since I've already wore one before,NA,"My roommate started laughing when she saw me in it. She asked about it and I told her what it was and why I was wearing it. She said, ""I'll never do this."" I had already prepared for this encounter, so it didn't affect my emotions whatsoever. It was just funny for me.",NA,Wearing light glasses again wouldn't be a big deal since I've already worn one before.
KNUST_S014,2025-01-21T12:52:00Z,NA,They are asking whether it's a camera,NA,I would still wear ; I find it kinda funny with the expressions on some people's face who can't ask me,NA,They are asking whether it's a camera.,NA,I would still wear it; I find it kind of funny with the expressions on some people's faces who can't ask me.
KNUST_S014,2025-01-21T13:01:00Z,NA,he sits beside me in class and he finds interesting when I tell him what it does,NA,"no , I find it quite interesting",NA,He sits beside me in class and he finds it interesting when I tell him what it does.,NA,"No, I find it quite interesting."
KNUST_S014,2025-01-21T14:48:00Z,NA,"I was walking, I met a course mate. he said he had wanted to ask me in class what it was . so I told him it was and it seems to excite both of us",NA,"I would love to wear it again, it gets me a lot of attention",NA,"I was walking when I met a course mate. He said he had wanted to ask me in class what it was, so I explained it to him. The interaction seemed to excite both of us.",NA,I would love to wear it again; it gets me a lot of attention.
KNUST_S014,2025-01-21T14:49:00Z,NA,she asked where the library and later asked what I was wearing. I gave her an explanation. it seems cool,NA,people's attention are drawn to me,NA,She asked where the library was and later asked what I was wearing. I gave her an explanation. It seems cool.,NA,People's attention is drawn to me.
KNUST_S014,2025-01-21T14:50:00Z,NA,she randomly calls to me while I was walking. she asks about and I'm excited to tell her about it,NA,it's a nice experience to be always getting attention...I will soon be annoying I know,NA,She randomly calls to me while I was walking. She asks about it and I'm excited to tell her about it.,NA,It's a nice experience to always be getting attention... I know I will soon be annoying.
KNUST_S014,2025-01-21T15:06:00Z,NA,he thought it was a normal and he asked if I had an eye problem which is no . then he asked why I'm in this. I gave a brief tip about it . it an exciting feeling,NA,it still excites me though,NA,"He thought it was normal and he asked if I had an eye problem, which I don't. Then he asked why I'm in this. I gave a brief tip about it. It is an exciting feeling.",NA,It still excites me though.
KNUST_S014,2025-01-21T19:37:00Z,NA,we were at church meeting and she saw me in it. I explained to her . I'm always happy to tell others about it,NA,it's an exciting experience,NA,We were at a church meeting and she saw me wearing it. I explained it to her. I'm always happy to tell others about it.,NA,It's an exciting experience.
KNUST_S014,2025-01-22T20:13:00Z,NA,I visited some of church friends and look so glad I'm helping you with experiment. some thought it was a camera. but in all they liked it though the glasses look funny. I'm quite excited about it too,NA,"though it excites me, the attention is just too much for me",NA,"I visited some of my church friends and looked so glad that I'm helping you with the experiment. Some thought it was a camera, but overall, they liked it, although the glasses look funny. I'm quite excited about it too.",NA,"Though it excites me, the attention is just too much for me."
KNUST_S015,2025-01-28T23:10:00Z,NA,a lot of people at work wanted to know what the light glasses were for. others just looked at me weirdly while I was wearing it,NA,I will keep wearing it for now. But I'm not so sure of a long term,NA,A lot of people at work wanted to know what the light glasses were for. Others just looked at me weirdly while I was wearing them.,NA,"I will keep wearing them for now, but I am not so sure about using them long term."
